run_id,model_name,region_code,region_name,item_code,item_rosstat,item_name,series_type,forecast_date,forecast_value,lower_bound,upper_bound,method,status,weight_vertical,norm_name,product_name,2026-04-27,2026-05-25,weekly_fact_index,used_weekly_fact,blended_value,model_contribution_pp,blended_contribution_pp,contribution_delta_pp
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1046,5605,"Сигареты с фильтром, пачка",mom_index,2026-05-01,101.174104,,,ets_additive_trend,ok,0.00866,"сигареты с фильтром, пачка","Сигареты с фильтром, пачка",222.32,225.0,101.20546959337892,True,101.20546959337892,0.010167740639999997,0.010439366678661462,0.00027162603866146516
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,457,5313,"Паста зубная, 100 г (100 мл)",mom_index,2026-05-01,100.018375,,,ets_additive_trend,ok,0.00191,"паста зубная, 100 г 100 мл","Паста зубная, 100 г (100 мл)",177.84,178.12,100.157444894287,True,100.157444894287,3.509625000001151e-05,0.00030071974808816305,0.00026562349808815155
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,171,2812,"Водка, л",mom_index,2026-05-01,99.638351,,,ets_additive_trend,ok,0.0033,"водка, л","Водка, л",960.57,956.55,99.58149848527435,True,99.58149848527435,-0.0011934416999999995,-0.001381054998594638,-0.00018761329859463848
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,357,1001,"Маргарин, кг",mom_index,2026-05-01,100.938508,,,ets_additive_trend,ok,0.0008,"маргарин, кг","Маргарин, кг",298.65,300.87,100.74334505273733,True,100.74334505273733,0.0007508063999999991,0.0005946760421898603,-0.00015613035781013882
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,351,4502,"Майка, футболка мужская бельевая, шт.",mom_index,2026-05-01,99.899632,,,ets_additive_trend,ok,0.00151,"майка, футболка мужская бельевая, шт.","Майка, футболка мужская бельевая, шт.",486.36,486.36,100.0,True,100.0,-0.00015155568000000473,0.0,0.00015155568000000473
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1054,2207,"Хлеб и булочные изделия из пшеничной муки различных сортов, кг",mom_index,2026-05-01,100.26896,,,ets_additive_trend,ok,0.00735,"хлеб и булочные изделия из пшеничной муки различных сортов, кг","Хлеб и булочные изделия из пшеничной муки различных сортов, кг",90.95,91.21,100.28587135788894,True,100.28587135788894,0.001976856000000051,0.002101154480483683,0.00012429848048363173
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,172,9458,"Водоотведение, м3",mom_index,2026-05-01,99.973955,,,ets_additive_trend,ok,0.00325,"водоотведение, м3","Водоотведение, м3",15.01,15.01,100.0,True,100.0,-8.464624999998804e-05,0.0,8.464624999998804e-05
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1004,9462,"Проживание в гостинице 1* или в мотеле, сутки с человека",mom_index,2026-05-01,100.84754,,,ets_additive_trend,ok,5e-05,"проживание в гостинице 1* или в мотеле, сутки с человека","Проживание в гостинице 1* или в мотеле, сутки с человека",1000.0,1000.0,100.0,True,100.0,4.2376999999999754e-05,0.0,-4.2376999999999754e-05
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,1005,9463,"Проживание в гостинице 2*, сутки с человека",mom_index,2026-05-01,101.058692,,,ets_additive_trend,ok,4e-05,"проживание в гостинице 2*, сутки с человека","Проживание в гостинице 2*, сутки с человека",2091.65,2091.65,100.0,True,100.0,4.234767999999974e-05,0.0,-4.234767999999974e-05
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,984,6508,"Прокладки женские гигиенические, 10 шт.",mom_index,2026-05-01,99.976816,,,ets_additive_trend,ok,0.00108,"прокладки женские гигиенические, 10 шт.","Прокладки женские гигиенические, 10 шт.",147.34,147.36,100.01357404642323,True,100.01357404642323,-2.5038720000000582e-05,1.4659970137088295e-05,3.969869013708887e-05
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,285,302,"Консервы мясные для детского питания, кг",mom_index,2026-05-01,97.928619,,,ets_additive_trend,ok,3e-05,"консервы мясные для детского питания, кг","Консервы мясные для детского питания, кг",1345.32,1329.53,98.82630154907382,True,98.82630154907382,-6.214143000000007e-05,-3.521095352778545e-05,2.6930476472214624e-05
20260522T080649Z,statsmodels,7,Кабардино-Балкарская Республика,533,9213,"Проезд в троллейбусе, поездка",mom_index,2026-05-01,99.923455,,,ets_additive_trend,ok,0.0001,"проезд в троллейбусе, поездка","Проезд в троллейбусе, поездка",32.4,32.4,100.0,True,100.0,-7.654499999999588e-06,0.0,7.654499999999588e-06
